"id","company_name","contact_f_name","address","city","state","postalcode","country","email","payment_methods","email.1","url","note"
1730,"J","J","J","B","B","A","A","J",2,"J","J","A"
1731,"K","K","K","C","C","A","A","K",3,"K","K","A"
1732,"L","L","L","A","D","A","A","L",4,"L","L","A"
1733,"M","M","M","B","E","A","A","M",1,"M","M","A"
1734,"N","N","N","C","F","A","A","N",2,"N","N","A"
1735,"O","O","O","A","G","A","A","O",3,"O","O","A"
1736,"P","P","P","B","H","A","A","P",4,"P","P","A"
1737,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
1738,"R","R","R","A","J","A","A","R",2,"R","R","A"
1739,"S","S","S","B","K","A","A","S",3,"S","S","A"
1740,"T","T","T","C","L","A","A","T",4,"T","T","A"
1741,"A","A","A","A","A","A","A","A",1,"A","A","A"
1742,"B","B","B","B","B","A","A","B",2,"B","B","A"
1743,"C","C","C","C","C","A","A","C",3,"C","C","A"
1744,"D","D","D","A","D","A","A","D",4,"D","D","A"
1745,"E","E","E","B","E","A","A","E",1,"E","E","A"
1746,"F","F","F","C","F","A","A","F",2,"F","F","A"
1747,"G","G","G","A","G","A","A","G",3,"G","G","A"
1748,"H","H","H","B","H","A","A","H",4,"H","H","A"
1749,"I","I","I","C","I","A","A","I",1,"I","I","A"
1750,"J","J","J","A","J","A","A","J",2,"J","J","A"
1751,"K","K","K","B","K","A","A","K",3,"K","K","A"
1752,"L","L","L","C","L","A","A","L",4,"L","L","A"
1753,"M","M","M","A","A","A","A","M",1,"M","M","A"
1754,"N","N","N","B","B","A","A","N",2,"N","N","A"
1755,"O","O","O","C","C","A","A","O",3,"O","O","A"
1756,"P","P","P","A","D","A","A","P",4,"P","P","A"
1757,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
1758,"R","R","R","C","F","A","A","R",2,"R","R","A"
1759,"S","S","S","A","G","A","A","S",3,"S","S","A"
1760,"T","T","T","B","H","A","A","T",4,"T","T","A"
1761,"A","A","A","C","I","A","A","A",1,"A","A","A"
1762,"B","B","B","A","J","A","A","B",2,"B","B","A"
1763,"C","C","C","B","K","A","A","C",3,"C","C","A"
1764,"D","D","D","C","L","A","A","D",4,"D","D","A"
1765,"E","E","E","A","A","A","A","E",1,"E","E","A"
1766,"F","F","F","B","B","A","A","F",2,"F","F","A"
1767,"G","G","G","C","C","A","A","G",3,"G","G","A"
1768,"H","H","H","A","D","A","A","H",4,"H","H","A"
1769,"I","I","I","B","E","A","A","I",1,"I","I","A"
1770,"J","J","J","C","F","A","A","J",2,"J","J","A"
1771,"K","K","K","A","G","A","A","K",3,"K","K","A"
1772,"L","L","L","B","H","A","A","L",4,"L","L","A"
1773,"M","M","M","C","I","A","A","M",1,"M","M","A"
1774,"N","N","N","A","J","A","A","N",2,"N","N","A"
1775,"O","O","O","B","K","A","A","O",3,"O","O","A"
1776,"P","P","P","C","L","A","A","P",4,"P","P","A"
1777,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
1778,"R","R","R","B","B","A","A","R",2,"R","R","A"
1779,"S","S","S","C","C","A","A","S",3,"S","S","A"
1780,"T","T","T","A","D","A","A","T",4,"T","T","A"
1781,"A","A","A","B","E","A","A","A",1,"A","A","A"
1782,"B","B","B","C","F","A","A","B",2,"B","B","A"
1783,"C","C","C","A","G","A","A","C",3,"C","C","A"
1784,"D","D","D","B","H","A","A","D",4,"D","D","A"
1785,"E","E","E","C","I","A","A","E",1,"E","E","A"
1786,"F","F","F","A","J","A","A","F",2,"F","F","A"
1787,"G","G","G","B","K","A","A","G",3,"G","G","A"
1788,"H","H","H","C","L","A","A","H",4,"H","H","A"
1789,"I","I","I","A","A","A","A","I",1,"I","I","A"
1790,"J","J","J","B","B","A","A","J",2,"J","J","A"
1791,"K","K","K","C","C","A","A","K",3,"K","K","A"
1792,"L","L","L","A","D","A","A","L",4,"L","L","A"
1793,"M","M","M","B","E","A","A","M",1,"M","M","A"
1794,"N","N","N","C","F","A","A","N",2,"N","N","A"
1795,"O","O","O","A","G","A","A","O",3,"O","O","A"
1796,"P","P","P","B","H","A","A","P",4,"P","P","A"
1797,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
1798,"R","R","R","A","J","A","A","R",2,"R","R","A"
1799,"S","S","S","B","K","A","A","S",3,"S","S","A"
1800,"T","T","T","C","L","A","A","T",4,"T","T","A"
1801,"A","A","A","A","A","A","A","A",1,"A","A","A"
1802,"B","B","B","B","B","A","A","B",2,"B","B","A"
1803,"C","C","C","C","C","A","A","C",3,"C","C","A"
1804,"D","D","D","A","D","A","A","D",4,"D","D","A"
1805,"E","E","E","B","E","A","A","E",1,"E","E","A"
1806,"F","F","F","C","F","A","A","F",2,"F","F","A"
1807,"G","G","G","A","G","A","A","G",3,"G","G","A"
1808,"H","H","H","B","H","A","A","H",4,"H","H","A"
1809,"I","I","I","C","I","A","A","I",1,"I","I","A"
1810,"J","J","J","A","J","A","A","J",2,"J","J","A"
1811,"K","K","K","B","K","A","A","K",3,"K","K","A"
1812,"L","L","L","C","L","A","A","L",4,"L","L","A"
1813,"M","M","M","A","A","A","A","M",1,"M","M","A"
1814,"N","N","N","B","B","A","A","N",2,"N","N","A"
1815,"O","O","O","C","C","A","A","O",3,"O","O","A"
1816,"P","P","P","A","D","A","A","P",4,"P","P","A"
1817,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
1818,"R","R","R","C","F","A","A","R",2,"R","R","A"
1819,"S","S","S","A","G","A","A","S",3,"S","S","A"
1820,"T","T","T","B","H","A","A","T",4,"T","T","A"
1821,"A","A","A","C","I","A","A","A",1,"A","A","A"
1822,"B","B","B","A","J","A","A","B",2,"B","B","A"
1823,"C","C","C","B","K","A","A","C",3,"C","C","A"
1824,"D","D","D","C","L","A","A","D",4,"D","D","A"
1825,"E","E","E","A","A","A","A","E",1,"E","E","A"
1826,"F","F","F","B","B","A","A","F",2,"F","F","A"
1827,"G","G","G","C","C","A","A","G",3,"G","G","A"
1828,"H","H","H","A","D","A","A","H",4,"H","H","A"
1829,"I","I","I","B","E","A","A","I",1,"I","I","A"
1830,"J","J","J","C","F","A","A","J",2,"J","J","A"
1831,"K","K","K","A","G","A","A","K",3,"K","K","A"
1832,"L","L","L","B","H","A","A","L",4,"L","L","A"
1833,"M","M","M","C","I","A","A","M",1,"M","M","A"
1834,"N","N","N","A","J","A","A","N",2,"N","N","A"
1835,"O","O","O","B","K","A","A","O",3,"O","O","A"
1836,"P","P","P","C","L","A","A","P",4,"P","P","A"
1837,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
1838,"R","R","R","B","B","A","A","R",2,"R","R","A"
1839,"S","S","S","C","C","A","A","S",3,"S","S","A"
1840,"T","T","T","A","D","A","A","T",4,"T","T","A"
1841,"A","A","A","B","E","A","A","A",1,"A","A","A"
1842,"B","B","B","C","F","A","A","B",2,"B","B","A"
1843,"C","C","C","A","G","A","A","C",3,"C","C","A"
1844,"D","D","D","B","H","A","A","D",4,"D","D","A"
1845,"E","E","E","C","I","A","A","E",1,"E","E","A"
1846,"F","F","F","A","J","A","A","F",2,"F","F","A"
1847,"G","G","G","B","K","A","A","G",3,"G","G","A"
1848,"H","H","H","C","L","A","A","H",4,"H","H","A"
1849,"I","I","I","A","A","A","A","I",1,"I","I","A"
1850,"J","J","J","B","B","A","A","J",2,"J","J","A"
1851,"K","K","K","C","C","A","A","K",3,"K","K","A"
1852,"L","L","L","A","D","A","A","L",4,"L","L","A"
1853,"M","M","M","B","E","A","A","M",1,"M","M","A"
1854,"N","N","N","C","F","A","A","N",2,"N","N","A"
1855,"O","O","O","A","G","A","A","O",3,"O","O","A"
1856,"P","P","P","B","H","A","A","P",4,"P","P","A"
1857,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
1858,"R","R","R","A","J","A","A","R",2,"R","R","A"
1859,"S","S","S","B","K","A","A","S",3,"S","S","A"
1860,"T","T","T","C","L","A","A","T",4,"T","T","A"
1861,"A","A","A","A","A","A","A","A",1,"A","A","A"
1862,"B","B","B","B","B","A","A","B",2,"B","B","A"
1863,"C","C","C","C","C","A","A","C",3,"C","C","A"
1864,"D","D","D","A","D","A","A","D",4,"D","D","A"
1865,"E","E","E","B","E","A","A","E",1,"E","E","A"
1866,"F","F","F","C","F","A","A","F",2,"F","F","A"
1867,"G","G","G","A","G","A","A","G",3,"G","G","A"
1868,"H","H","H","B","H","A","A","H",4,"H","H","A"
1869,"I","I","I","C","I","A","A","I",1,"I","I","A"
1870,"J","J","J","A","J","A","A","J",2,"J","J","A"
1871,"K","K","K","B","K","A","A","K",3,"K","K","A"
1872,"L","L","L","C","L","A","A","L",4,"L","L","A"
1873,"M","M","M","A","A","A","A","M",1,"M","M","A"
1874,"N","N","N","B","B","A","A","N",2,"N","N","A"
1875,"O","O","O","C","C","A","A","O",3,"O","O","A"
1876,"P","P","P","A","D","A","A","P",4,"P","P","A"
1877,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
1878,"R","R","R","C","F","A","A","R",2,"R","R","A"
1879,"S","S","S","A","G","A","A","S",3,"S","S","A"
1880,"T","T","T","B","H","A","A","T",4,"T","T","A"
1881,"A","A","A","C","I","A","A","A",1,"A","A","A"
1882,"B","B","B","A","J","A","A","B",2,"B","B","A"
1883,"C","C","C","B","K","A","A","C",3,"C","C","A"
1884,"D","D","D","C","L","A","A","D",4,"D","D","A"
1885,"E","E","E","A","A","A","A","E",1,"E","E","A"
1886,"F","F","F","B","B","A","A","F",2,"F","F","A"
1887,"G","G","G","C","C","A","A","G",3,"G","G","A"
1888,"H","H","H","A","D","A","A","H",4,"H","H","A"
1889,"I","I","I","B","E","A","A","I",1,"I","I","A"
1890,"J","J","J","C","F","A","A","J",2,"J","J","A"
1891,"K","K","K","A","G","A","A","K",3,"K","K","A"
1892,"L","L","L","B","H","A","A","L",4,"L","L","A"
1893,"M","M","M","C","I","A","A","M",1,"M","M","A"
1894,"N","N","N","A","J","A","A","N",2,"N","N","A"
1895,"O","O","O","B","K","A","A","O",3,"O","O","A"
1896,"P","P","P","C","L","A","A","P",4,"P","P","A"
1897,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
1898,"R","R","R","B","B","A","A","R",2,"R","R","A"
1899,"S","S","S","C","C","A","A","S",3,"S","S","A"
1900,"T","T","T","A","D","A","A","T",4,"T","T","A"
1901,"A","A","A","B","E","A","A","A",1,"A","A","A"
1902,"B","B","B","C","F","A","A","B",2,"B","B","A"
1903,"C","C","C","A","G","A","A","C",3,"C","C","A"
1904,"D","D","D","B","H","A","A","D",4,"D","D","A"
1905,"E","E","E","C","I","A","A","E",1,"E","E","A"
1906,"F","F","F","A","J","A","A","F",2,"F","F","A"
1907,"G","G","G","B","K","A","A","G",3,"G","G","A"
1908,"H","H","H","C","L","A","A","H",4,"H","H","A"
1909,"I","I","I","A","A","A","A","I",1,"I","I","A"
1910,"J","J","J","B","B","A","A","J",2,"J","J","A"
1911,"K","K","K","C","C","A","A","K",3,"K","K","A"
1912,"L","L","L","A","D","A","A","L",4,"L","L","A"
1913,"M","M","M","B","E","A","A","M",1,"M","M","A"
1914,"N","N","N","C","F","A","A","N",2,"N","N","A"
1915,"O","O","O","A","G","A","A","O",3,"O","O","A"
1916,"P","P","P","B","H","A","A","P",4,"P","P","A"
1917,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
1918,"R","R","R","A","J","A","A","R",2,"R","R","A"
1919,"S","S","S","B","K","A","A","S",3,"S","S","A"
1920,"T","T","T","C","L","A","A","T",4,"T","T","A"
1921,"A","A","A","A","A","A","A","A",1,"A","A","A"
1922,"B","B","B","B","B","A","A","B",2,"B","B","A"
1923,"C","C","C","C","C","A","A","C",3,"C","C","A"
1924,"D","D","D","A","D","A","A","D",4,"D","D","A"
1925,"E","E","E","B","E","A","A","E",1,"E","E","A"
1926,"F","F","F","C","F","A","A","F",2,"F","F","A"
1927,"G","G","G","A","G","A","A","G",3,"G","G","A"
1928,"H","H","H","B","H","A","A","H",4,"H","H","A"
1929,"I","I","I","C","I","A","A","I",1,"I","I","A"
1930,"J","J","J","A","J","A","A","J",2,"J","J","A"
1931,"K","K","K","B","K","A","A","K",3,"K","K","A"
1932,"L","L","L","C","L","A","A","L",4,"L","L","A"
1933,"M","M","M","A","A","A","A","M",1,"M","M","A"
1934,"N","N","N","B","B","A","A","N",2,"N","N","A"
1935,"O","O","O","C","C","A","A","O",3,"O","O","A"
1936,"P","P","P","A","D","A","A","P",4,"P","P","A"
1937,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
1938,"R","R","R","C","F","A","A","R",2,"R","R","A"
1939,"S","S","S","A","G","A","A","S",3,"S","S","A"
1940,"T","T","T","B","H","A","A","T",4,"T","T","A"
1941,"A","A","A","C","I","A","A","A",1,"A","A","A"
1942,"B","B","B","A","J","A","A","B",2,"B","B","A"
1943,"C","C","C","B","K","A","A","C",3,"C","C","A"
1944,"D","D","D","C","L","A","A","D",4,"D","D","A"
1945,"E","E","E","A","A","A","A","E",1,"E","E","A"
1946,"F","F","F","B","B","A","A","F",2,"F","F","A"
1947,"G","G","G","C","C","A","A","G",3,"G","G","A"
1948,"H","H","H","A","D","A","A","H",4,"H","H","A"
1949,"I","I","I","B","E","A","A","I",1,"I","I","A"
1950,"J","J","J","C","F","A","A","J",2,"J","J","A"
1951,"K","K","K","A","G","A","A","K",3,"K","K","A"
1952,"L","L","L","B","H","A","A","L",4,"L","L","A"
1953,"M","M","M","C","I","A","A","M",1,"M","M","A"
1954,"N","N","N","A","J","A","A","N",2,"N","N","A"
1955,"O","O","O","B","K","A","A","O",3,"O","O","A"
1956,"P","P","P","C","L","A","A","P",4,"P","P","A"
1957,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
1958,"R","R","R","B","B","A","A","R",2,"R","R","A"
1959,"S","S","S","C","C","A","A","S",3,"S","S","A"
1960,"T","T","T","A","D","A","A","T",4,"T","T","A"
1961,"A","A","A","B","E","A","A","A",1,"A","A","A"
1962,"B","B","B","C","F","A","A","B",2,"B","B","A"
1963,"C","C","C","A","G","A","A","C",3,"C","C","A"
1964,"D","D","D","B","H","A","A","D",4,"D","D","A"
1965,"E","E","E","C","I","A","A","E",1,"E","E","A"
1966,"F","F","F","A","J","A","A","F",2,"F","F","A"
1967,"G","G","G","B","K","A","A","G",3,"G","G","A"
1968,"H","H","H","C","L","A","A","H",4,"H","H","A"
1969,"I","I","I","A","A","A","A","I",1,"I","I","A"
1970,"J","J","J","B","B","A","A","J",2,"J","J","A"
1971,"K","K","K","C","C","A","A","K",3,"K","K","A"
1972,"L","L","L","A","D","A","A","L",4,"L","L","A"
1973,"M","M","M","B","E","A","A","M",1,"M","M","A"
1974,"N","N","N","C","F","A","A","N",2,"N","N","A"
1975,"O","O","O","A","G","A","A","O",3,"O","O","A"
1976,"P","P","P","B","H","A","A","P",4,"P","P","A"
1977,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
1978,"R","R","R","A","J","A","A","R",2,"R","R","A"
1979,"S","S","S","B","K","A","A","S",3,"S","S","A"
1980,"T","T","T","C","L","A","A","T",4,"T","T","A"
1981,"A","A","A","A","A","A","A","A",1,"A","A","A"
1982,"B","B","B","B","B","A","A","B",2,"B","B","A"
1983,"C","C","C","C","C","A","A","C",3,"C","C","A"
1984,"D","D","D","A","D","A","A","D",4,"D","D","A"
1985,"E","E","E","B","E","A","A","E",1,"E","E","A"
1986,"F","F","F","C","F","A","A","F",2,"F","F","A"
1987,"G","G","G","A","G","A","A","G",3,"G","G","A"
1988,"H","H","H","B","H","A","A","H",4,"H","H","A"
1989,"I","I","I","C","I","A","A","I",1,"I","I","A"
1990,"J","J","J","A","J","A","A","J",2,"J","J","A"
1991,"K","K","K","B","K","A","A","K",3,"K","K","A"
1992,"L","L","L","C","L","A","A","L",4,"L","L","A"
1993,"M","M","M","A","A","A","A","M",1,"M","M","A"
1994,"N","N","N","B","B","A","A","N",2,"N","N","A"
1995,"O","O","O","C","C","A","A","O",3,"O","O","A"
1996,"P","P","P","A","D","A","A","P",4,"P","P","A"
1997,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
1998,"R","R","R","C","F","A","A","R",2,"R","R","A"
1999,"S","S","S","A","G","A","A","S",3,"S","S","A"
2000,"T","T","T","B","H","A","A","T",4,"T","T","A"
2001,"A","A","A","C","I","A","A","A",1,"A","A","A"
2002,"B","B","B","A","J","A","A","B",2,"B","B","A"
2003,"C","C","C","B","K","A","A","C",3,"C","C","A"
2004,"D","D","D","C","L","A","A","D",4,"D","D","A"
2005,"E","E","E","A","A","A","A","E",1,"E","E","A"
2006,"F","F","F","B","B","A","A","F",2,"F","F","A"
2007,"G","G","G","C","C","A","A","G",3,"G","G","A"
2008,"H","H","H","A","D","A","A","H",4,"H","H","A"
2009,"I","I","I","B","E","A","A","I",1,"I","I","A"
2010,"J","J","J","C","F","A","A","J",2,"J","J","A"
2011,"K","K","K","A","G","A","A","K",3,"K","K","A"
2012,"L","L","L","B","H","A","A","L",4,"L","L","A"
2013,"M","M","M","C","I","A","A","M",1,"M","M","A"
2014,"N","N","N","A","J","A","A","N",2,"N","N","A"
2015,"O","O","O","B","K","A","A","O",3,"O","O","A"
2016,"P","P","P","C","L","A","A","P",4,"P","P","A"
2017,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
2018,"R","R","R","B","B","A","A","R",2,"R","R","A"
2019,"S","S","S","C","C","A","A","S",3,"S","S","A"
2020,"T","T","T","A","D","A","A","T",4,"T","T","A"
2021,"A","A","A","B","E","A","A","A",1,"A","A","A"
2022,"B","B","B","C","F","A","A","B",2,"B","B","A"
2023,"C","C","C","A","G","A","A","C",3,"C","C","A"
2024,"D","D","D","B","H","A","A","D",4,"D","D","A"
2025,"E","E","E","C","I","A","A","E",1,"E","E","A"
2026,"F","F","F","A","J","A","A","F",2,"F","F","A"
2027,"G","G","G","B","K","A","A","G",3,"G","G","A"
2028,"H","H","H","C","L","A","A","H",4,"H","H","A"
2029,"I","I","I","A","A","A","A","I",1,"I","I","A"
2030,"J","J","J","B","B","A","A","J",2,"J","J","A"
2031,"K","K","K","C","C","A","A","K",3,"K","K","A"
2032,"L","L","L","A","D","A","A","L",4,"L","L","A"
2033,"M","M","M","B","E","A","A","M",1,"M","M","A"
2034,"N","N","N","C","F","A","A","N",2,"N","N","A"
2035,"O","O","O","A","G","A","A","O",3,"O","O","A"
2036,"P","P","P","B","H","A","A","P",4,"P","P","A"
2037,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
2038,"R","R","R","A","J","A","A","R",2,"R","R","A"
2039,"S","S","S","B","K","A","A","S",3,"S","S","A"
2040,"T","T","T","C","L","A","A","T",4,"T","T","A"
2041,"A","A","A","A","A","A","A","A",1,"A","A","A"
2042,"B","B","B","B","B","A","A","B",2,"B","B","A"
2043,"C","C","C","C","C","A","A","C",3,"C","C","A"
2044,"D","D","D","A","D","A","A","D",4,"D","D","A"
2045,"E","E","E","B","E","A","A","E",1,"E","E","A"
2046,"F","F","F","C","F","A","A","F",2,"F","F","A"
2047,"G","G","G","A","G","A","A","G",3,"G","G","A"
2048,"H","H","H","B","H","A","A","H",4,"H","H","A"
2049,"I","I","I","C","I","A","A","I",1,"I","I","A"
2050,"J","J","J","A","J","A","A","J",2,"J","J","A"
2051,"K","K","K","B","K","A","A","K",3,"K","K","A"
2052,"L","L","L","C","L","A","A","L",4,"L","L","A"
2053,"M","M","M","A","A","A","A","M",1,"M","M","A"
2054,"N","N","N","B","B","A","A","N",2,"N","N","A"
2055,"O","O","O","C","C","A","A","O",3,"O","O","A"
2056,"P","P","P","A","D","A","A","P",4,"P","P","A"
2057,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
2058,"R","R","R","C","F","A","A","R",2,"R","R","A"
2059,"S","S","S","A","G","A","A","S",3,"S","S","A"
2060,"T","T","T","B","H","A","A","T",4,"T","T","A"
2061,"A","A","A","C","I","A","A","A",1,"A","A","A"
2062,"B","B","B","A","J","A","A","B",2,"B","B","A"
2063,"C","C","C","B","K","A","A","C",3,"C","C","A"
2064,"D","D","D","C","L","A","A","D",4,"D","D","A"
2065,"E","E","E","A","A","A","A","E",1,"E","E","A"
2066,"F","F","F","B","B","A","A","F",2,"F","F","A"
2067,"G","G","G","C","C","A","A","G",3,"G","G","A"
2068,"H","H","H","A","D","A","A","H",4,"H","H","A"
2069,"I","I","I","B","E","A","A","I",1,"I","I","A"
2070,"J","J","J","C","F","A","A","J",2,"J","J","A"
2071,"K","K","K","A","G","A","A","K",3,"K","K","A"
2072,"L","L","L","B","H","A","A","L",4,"L","L","A"
2073,"M","M","M","C","I","A","A","M",1,"M","M","A"
2074,"N","N","N","A","J","A","A","N",2,"N","N","A"
2075,"O","O","O","B","K","A","A","O",3,"O","O","A"
2076,"P","P","P","C","L","A","A","P",4,"P","P","A"
2077,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
2078,"R","R","R","B","B","A","A","R",2,"R","R","A"
2079,"S","S","S","C","C","A","A","S",3,"S","S","A"
2080,"T","T","T","A","D","A","A","T",4,"T","T","A"
2081,"A","A","A","B","E","A","A","A",1,"A","A","A"
2082,"B","B","B","C","F","A","A","B",2,"B","B","A"
2083,"C","C","C","A","G","A","A","C",3,"C","C","A"
2084,"D","D","D","B","H","A","A","D",4,"D","D","A"
2085,"E","E","E","C","I","A","A","E",1,"E","E","A"
2086,"F","F","F","A","J","A","A","F",2,"F","F","A"
2087,"G","G","G","B","K","A","A","G",3,"G","G","A"
2088,"H","H","H","C","L","A","A","H",4,"H","H","A"
2089,"I","I","I","A","A","A","A","I",1,"I","I","A"
2090,"J","J","J","B","B","A","A","J",2,"J","J","A"
2091,"K","K","K","C","C","A","A","K",3,"K","K","A"
2092,"L","L","L","A","D","A","A","L",4,"L","L","A"
2093,"M","M","M","B","E","A","A","M",1,"M","M","A"
2094,"N","N","N","C","F","A","A","N",2,"N","N","A"
2095,"O","O","O","A","G","A","A","O",3,"O","O","A"
2096,"P","P","P","B","H","A","A","P",4,"P","P","A"
2097,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
2098,"R","R","R","A","J","A","A","R",2,"R","R","A"
2099,"S","S","S","B","K","A","A","S",3,"S","S","A"
2100,"T","T","T","C","L","A","A","T",4,"T","T","A"
2101,"A","A","A","A","A","A","A","A",1,"A","A","A"
2102,"B","B","B","B","B","A","A","B",2,"B","B","A"
2103,"C","C","C","C","C","A","A","C",3,"C","C","A"
2104,"D","D","D","A","D","A","A","D",4,"D","D","A"
2105,"E","E","E","B","E","A","A","E",1,"E","E","A"
2106,"F","F","F","C","F","A","A","F",2,"F","F","A"
2107,"G","G","G","A","G","A","A","G",3,"G","G","A"
2108,"H","H","H","B","H","A","A","H",4,"H","H","A"
2109,"I","I","I","C","I","A","A","I",1,"I","I","A"
2110,"J","J","J","A","J","A","A","J",2,"J","J","A"
2111,"K","K","K","B","K","A","A","K",3,"K","K","A"
2112,"L","L","L","C","L","A","A","L",4,"L","L","A"
2113,"M","M","M","A","A","A","A","M",1,"M","M","A"
2114,"N","N","N","B","B","A","A","N",2,"N","N","A"
2115,"O","O","O","C","C","A","A","O",3,"O","O","A"
2116,"P","P","P","A","D","A","A","P",4,"P","P","A"
2117,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
2118,"R","R","R","C","F","A","A","R",2,"R","R","A"
2119,"S","S","S","A","G","A","A","S",3,"S","S","A"
2120,"T","T","T","B","H","A","A","T",4,"T","T","A"
2121,"A","A","A","C","I","A","A","A",1,"A","A","A"
2122,"B","B","B","A","J","A","A","B",2,"B","B","A"
2123,"C","C","C","B","K","A","A","C",3,"C","C","A"
2124,"D","D","D","C","L","A","A","D",4,"D","D","A"
2125,"E","E","E","A","A","A","A","E",1,"E","E","A"
2126,"F","F","F","B","B","A","A","F",2,"F","F","A"
2127,"G","G","G","C","C","A","A","G",3,"G","G","A"
2128,"H","H","H","A","D","A","A","H",4,"H","H","A"
2129,"I","I","I","B","E","A","A","I",1,"I","I","A"
2130,"J","J","J","C","F","A","A","J",2,"J","J","A"
2131,"K","K","K","A","G","A","A","K",3,"K","K","A"
2132,"L","L","L","B","H","A","A","L",4,"L","L","A"
2133,"M","M","M","C","I","A","A","M",1,"M","M","A"
2134,"N","N","N","A","J","A","A","N",2,"N","N","A"
2135,"O","O","O","B","K","A","A","O",3,"O","O","A"
2136,"P","P","P","C","L","A","A","P",4,"P","P","A"
2137,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
2138,"R","R","R","B","B","A","A","R",2,"R","R","A"
2139,"S","S","S","C","C","A","A","S",3,"S","S","A"
2140,"T","T","T","A","D","A","A","T",4,"T","T","A"
2141,"A","A","A","B","E","A","A","A",1,"A","A","A"
2142,"B","B","B","C","F","A","A","B",2,"B","B","A"
2143,"C","C","C","A","G","A","A","C",3,"C","C","A"
2144,"D","D","D","B","H","A","A","D",4,"D","D","A"
2145,"E","E","E","C","I","A","A","E",1,"E","E","A"
2146,"F","F","F","A","J","A","A","F",2,"F","F","A"
2147,"G","G","G","B","K","A","A","G",3,"G","G","A"
2148,"H","H","H","C","L","A","A","H",4,"H","H","A"
2149,"I","I","I","A","A","A","A","I",1,"I","I","A"
2150,"J","J","J","B","B","A","A","J",2,"J","J","A"
2151,"K","K","K","C","C","A","A","K",3,"K","K","A"
2152,"L","L","L","A","D","A","A","L",4,"L","L","A"
